unnamed_0,company,typename,inches,screenresolution,cpu,ram,memory,gpu,opsys,weight,price
798.0,LENOVO,2 IN 1 CONVERTIBLE,13.9,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.38KG,71874.72
799.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,8GB,256GB SSD,AMD RADEON R5 M420X,WINDOWS 10,2KG,39373.92
800.0,HP,WORKSTATION,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD,NVIDIA QUADRO M2200,WINDOWS 10,3.14KG,110017.872
801.0,ASUS,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.37KG,58554.72
802.0,DELL,ULTRABOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.29KG,79866.72
803.0,DELL,NOTEBOOK,15.6,4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE I5 7300HQ 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.06KG,93186.72
804.0,DELL,NETBOOK,11.6,1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 505,WINDOWS 10,1.63KG,39640.32
805.0,HP,NETBOOK,12.5,1366X768,INTEL CORE I5 7300U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.26KG,74005.92
806.0,TOSHIBA,NOTEBOOK,15.6,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.1KG,41558.4
807.0,HP,NOTEBOOK,15.6,1366X768,AMD A12-SERIES 9700P 2.5GHZ,8GB,2TB HDD,AMD RADEON R7 GRAPHICS,WINDOWS 10,2.04KG,33513.12
808.0,DELL,GAMING,15.6,4K ULTRA HD 3840X2160,INTEL CORE I7 7700HQ 2.8GHZ,16GB,512GB SSD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.62KG,89457.12
809.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,1TB HDD,NVIDIA GEFORCE 920M,WINDOWS 10,2.4KG,32447.52
810.0,HP,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,12GB,1TB HDD,AMD RADEON RX 580,WINDOWS 10,3.74KG,93186.72
811.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,512GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,2.9KG,128671.2
812.0,SAMSUNG,ULTRABOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,0.81KG,79866.72
813.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,1TB HDD,NVIDIA GEFORCE GT 940MX,WINDOWS 10,1.98KG,51202.08
814.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,AMD RADEON R5 M420,WINDOWS 10,2.18KG,42081.0768
815.0,LENOVO,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.32KG,99047.52
816.0,RAZER,ULTRABOOK,12.5,IPS PANEL 4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE I7 7500U 2.5GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.29KG,95850.72
817.0,HP,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,16GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.23KG,20512.8
818.0,DELL,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,4.36KG,133467.4656
819.0,DELL,NOTEBOOK,14,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.76KG,40226.4
820.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.1KG,26101.872
821.0,TOSHIBA,ULTRABOOK,14,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.25KG,58075.2
822.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.13KG,133146.72
823.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.4KG,63882.72
824.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB FLASH STORAGE,INTEL HD GRAPHICS 620,WINDOWS 10,1.13KG,99900.0
825.0,TOSHIBA,NOTEBOOK,14,1366X768,INTEL PENTIUM DUAL CORE 4405U 2.1GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 510,WINDOWS 10,1.75KG,26586.72
826.0,ASUS,2 IN 1 CONVERTIBLE,13.3,TOUCHSCREEN / FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.1KG,72354.24
827.0,DELL,NOTEBOOK,14,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.76KG,31168.8
828.0,ACER,NETBOOK,11.6,IPS PANEL 1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.35KG,18914.4
829.0,ACER,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.5KG,32980.32
830.0,RAZER,GAMING,17.3,4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE I7 7820HK 2.9GHZ,32GB,512GB SSD,NVIDIA GEFORCE GTX 1080,WINDOWS 10,3.49KG,292986.72
831.0,LENOVO,ULTRABOOK,14,IPS PANEL QUAD HD+ 2560X1440,INTEL CORE I7 6600U 2.6GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.1KG,111834.72
832.0,ASUS,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,1TB HDD,NVIDIA GEFORCE 920,LINUX,2.1KG,27652.32
833.0,LENOVO,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.7KG,63190.08
834.0,LENOVO,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7300U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.32KG,87912.0
835.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,3.21KG,147832.2864
836.0,ASUS,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,2.9KG,128884.32
837.0,TOSHIBA,NOTEBOOK,15.6,1366X768,INTEL CORE I3 7100U 2.4GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.0KG,35644.32
838.0,LENOVO,NOTEBOOK,14,1366X768,INTEL CELERON QUAD CORE N3160 1.6GHZ,4GB,16GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.5KG,17316.0
839.0,ASUS,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,128GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.3KG,31435.2
840.0,ASUS,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,16GB,512GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.73KG,95850.72
841.0,DELL,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,32GB,512GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.42KG,163723.5792
842.0,HP,NOTEBOOK,17.3,1600X900,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.63KG,48484.8
843.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.18KG,38041.3872
844.0,HP,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,1.54KG,99633.6
845.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,4GB,256GB SSD,AMD RADEON R5 M420,WINDOWS 10,2.18KG,39373.92
846.0,HP,2 IN 1 CONVERTIBLE,11.6,TOUCHSCREEN 1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,CHROME OS,1.4KG,32767.2
847.0,ASUS,ULTRABOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,512GB SSD,NVIDIA GEFORCE 940M,WINDOWS 10,1.45KG,54665.28
848.0,HP,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.28KG,121318.56
849.0,HP,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.54KG,78215.04
850.0,HP,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 400,NO OS,1.86KG,15930.72
851.0,ASUS,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.1KG,101178.72
852.0,DELL,NOTEBOOK,17.3,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,1TB HDD,AMD RADEON R7 M445,LINUX,2.83KG,46087.2
853.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD,NVIDIA GEFORCE GT 940MX,WINDOWS 10,1.96KG,101391.84
854.0,ASUS,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,NVIDIA GEFORCE GTX 930MX,WINDOWS 10,2.3KG,41931.36
855.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.9KG,50349.6
856.0,ASUS,NOTEBOOK,15.6,1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 505,WINDOWS 10,2KG,23922.72
857.0,HP,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7600U 2.8GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.28KG,136343.52
858.0,DELL,NOTEBOOK,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.62KG,34578.72
859.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2.0GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 520,NO OS,2.2KG,24988.32
860.0,LENOVO,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.3KG,45323.1648
861.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7300U 2.6GHZ,8GB,256GB SSD,AMD RADEON R7 M465,WINDOWS 10,1.84KG,71874.72
862.0,TOSHIBA,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.05KG,68464.8
863.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1050,NO OS,2.5KG,54185.76
864.0,DELL,ULTRABOOK,13.3,QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I7 7660U 2.5GHZ,16GB,512GB SSD,INTEL IRIS PLUS GRAPHICS 640,WINDOWS 10,1.29KG,119347.2
865.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.07KG,48484.8
866.0,TOSHIBA,ULTRABOOK,13.3,1366X768,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.2KG,58341.6
867.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.37KG,103896.0
868.0,ACER,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.56KG,48058.56
869.0,DELL,WORKSTATION,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,1TB HDD,NVIDIA QUADRO M620,WINDOWS 10,2.23KG,94731.84
870.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.38KG,56210.4
871.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,1TB HDD,AMD RADEON R5 M430,NO OS,2.2KG,25521.12
872.0,TOSHIBA,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.0KG,73952.64
873.0,LENOVO,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,4GB,180GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.44KG,39160.8
874.0,SAMSUNG,ULTRABOOK,15,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,256GB SSD,NVIDIA GEFORCE 940MX,WINDOWS 10,1.23KG,98514.72
875.0,DELL,ULTRABOOK,12.5,FULL HD 1920X1080,INTEL CORE I7 7600U 2.8GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.6KG,90043.2
876.0,ASUS,NOTEBOOK,15.6,1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 505,LINUX,2KG,21258.1872
877.0,XIAOMI,ULTRABOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,NVIDIA GEFORCE 940MX,WINDOWS 10,1.28KG,49816.8
878.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.18KG,48618.0
879.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.04KG,44701.92
880.0,HP,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.28KG,90576.0
881.0,HP,2 IN 1 CONVERTIBLE,15.6,TOUCHSCREEN 1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.3KG,36486.144
882.0,ASUS,NOTEBOOK,14.1,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.65KG,18541.44
883.0,LENOVO,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,1TB HDD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.2KG,35644.32
884.0,DELL,NOTEBOOK,15.6,1366X768,INTEL PENTIUM QUAD CORE N3710 1.6GHZ,4GB,500GB HDD,INTEL HD GRAPHICS,WINDOWS 10,2.2KG,19660.32
885.0,HP,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.28KG,95850.72
886.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2.0GHZ,4GB,1TB HDD,AMD RADEON R5 M420X,LINUX,2.18KG,24279.696
887.0,ASUS,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,12GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.2KG,72988.272
888.0,ACER,NETBOOK,11.6,IPS PANEL 1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.25KG,15824.16
889.0,LENOVO,NOTEBOOK,17.3,1600X900,AMD A4-SERIES 7210 2.2GHZ,4GB,500GB HDD,AMD RADEON R3,WINDOWS 10,2.8KG,20193.12
890.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.95KG,67399.2
891.0,HP,2 IN 1 CONVERTIBLE,13.3,QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I7 7500U 2.7GHZ,16GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.42KG,74538.72
892.0,SAMSUNG,ULTRABOOK,15,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.17KG,90522.72
893.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.32KG,95850.72
894.0,MSI,GAMING,17.3,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 6700HQ 2.6GHZ,16GB,512GB SSD +  2TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.43KG,141138.72
895.0,TOSHIBA,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.05KG,78588.0
896.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1050TI,LINUX,2.62KG,49497.12
897.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,1TB HDD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.04KG,47952.0
898.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2.0GHZ,4GB,1TB HDD,AMD RADEON R5 M420X,WINDOWS 10,2.18KG,32713.92
899.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7300U 2.6GHZ,8GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.9KG,49816.8
900.0,DELL,2 IN 1 CONVERTIBLE,13.3,QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I7 7Y75 1.3GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 615,WINDOWS 10,1.24KG,107257.968
901.0,ASUS,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6820HK 2.7GHZ,32GB,256GB SSD +  256GB SSD,NVIDIA GEFORCE GTX 980M,WINDOWS 10,3.58KG,68145.12
902.0,DELL,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7Y75 1.3GHZ,16GB,256GB SSD,INTEL HD GRAPHICS 615,WINDOWS 10,1.22KG,87858.72
903.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB FLASH STORAGE,INTEL HD GRAPHICS 620,WINDOWS 10,1.13KG,109170.72
904.0,LENOVO,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.95KG,104588.1072
905.0,LG,ULTRABOOK,15.6,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.08KG,111834.72
906.0,HP,NETBOOK,12.5,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.26KG,79014.24
907.0,ACER,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CELERON DUAL CORE 3205U 1.5GHZ,4GB,16GB FLASH STORAGE,INTEL HD GRAPHICS,CHROME OS,2.20KG,19127.52
908.0,LENOVO,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 6300HQ 2.3GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 960M,WINDOWS 10,2.6KG,42037.92
909.0,LG,ULTRABOOK,14,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,0.98KG,101178.72
910.0,DELL,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7440HQ 2.8GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.6KG,64202.4
911.0,HP,ULTRABOOK,12.5,4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE M 6Y75 1.2GHZ,8GB,240GB SSD,INTEL HD GRAPHICS 515,WINDOWS 10,1.09KG,165168.0
912.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,6GB,256GB SSD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.2KG,42037.92
913.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.04KG,54291.7872
914.0,ACER,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.4KG,26586.72
915.0,LENOVO,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.44KG,46939.68
916.0,HP,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.49KG,51148.8
917.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.7KG,85194.72
918.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.6KG,71874.72
919.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.2KG,59668.8048
920.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,1TB HDD,AMD RADEON R5 M420,WINDOWS 10,2.18KG,36496.2672
921.0,HP,ULTRABOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,AMD RADEON R7 M365X,WINDOWS 10,1.84KG,69103.6272
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
924.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.37KG,97236.0
925.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.95KG,38889.072
926.0,LENOVO,ULTRABOOK,12.5,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.36KG,87912.0
927.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.31KG,62071.2
928.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.18KG,37725.4368
